experiment_id,model_id,mod_code,MET-10_train_time_s,MET-11_inference_time_s,MET-12_model_size_bytes,selection_time_s
exp-a4-v2,logistic_regression,MOD-1,3.6494402530006482,0.00311120900005335,10020,6.704383495998627
exp-a4-v2,decision_tree,MOD-2,1.362129395998636,0.0014557489994331263,158662,5.3782466819975525
exp-a4-v2,random_forest,MOD-3,3.085023005001858,0.24279372499950114,49567094,7.796649748001073
exp-a4-v2,gradient_boosting,MOD-4,281.8899898740019,0.10099022600115859,1901442,559.1498860700012
exp-a4-v2,svm,MOD-5,177.0278642459998,3.5752814869993017,8782836,233.3599572819985
exp-a4-v2,xgboost,MOD-6,22.283323610998195,0.05151708300036262,4910294,198.72277697900063
